FlowType,Country,CountryCode,TotalMigrants,Male,Female,MalePct,Continent,Year
Immigrants,Ghana,288,1537.0,931.0,606.0,60.6,Africa,1995
Immigrants,Nigeria,566,1385.0,837.0,548.0,60.4,Africa,1995
Immigrants,Ecuador,218,1343.0,674.0,669.0,50.2,South America,1995
Immigrants,Trinidad and Tobago,780,1324.0,667.0,657.0,50.4,North America,1995
Immigrants,Uganda,800,1295.0,708.0,587.0,54.7,Africa,1995
Immigrants,Nepal,524,1294.0,906.0,388.0,70,Asia,1995
Immigrants,Solomon Islands,90,1255.0,471.0,784.0,37.5,Oceania,1995
Immigrants,Belarus,112,1238.0,571.0,667.0,46.1,Europe,1995
Immigrants,Libya,434,1236.0,682.0,554.0,55.2,Africa,1995
Immigrants,Eritrea,232,1184.0,625.0,559.0,52.8,Africa,1995
Immigrants,Morocco,504,1182.0,738.0,444.0,62.4,Africa,1995
Immigrants,New Caledonia,540,1142.0,484.0,658.0,42.4,Oceania,1995
Immigrants,Albania,8,1119.0,673.0,446.0,60.1,Europe,1995
Immigrants,Vanuatu,548,1002.0,365.0,637.0,36.4,Oceania,1995
Immigrants,Saudi Arabia,682,965.0,516.0,449.0,53.5,Asia,1995
Immigrants,Mexico,484,961.0,433.0,528.0,45.1,North America,1995
Immigrants,Jamaica,388,895.0,451.0,444.0,50.4,North America,1995
Immigrants,Armenia,51,885.0,435.0,450.0,49.2,Asia,1995
Immigrants,United Arab Emirates,784,882.0,469.0,413.0,53.2,Asia,1995
Immigrants,Nicaragua,558,851.0,406.0,445.0,47.7,Central America,1995
Immigrants,Algeria,12,820.0,512.0,308.0,62.4,Africa,1995
Immigrants,Venezuela,862,796.0,378.0,418.0,47.5,South America,1995
Immigrants,Bahrain,48,623.0,329.0,294.0,52.8,Asia,1995
Immigrants,Bolivia,68,608.0,297.0,311.0,48.8,South America,1995
Immigrants,Guyana,328,507.0,229.0,278.0,45.2,South America,1995
Immigrants,Cuba,192,494.0,256.0,238.0,51.8,North America,1995
Immigrants,Tunisia,788,493.0,292.0,201.0,59.2,Africa,1995
Immigrants,Mozambique,508,480.0,258.0,222.0,53.8,Africa,1995
Immigrants,Malawi,454,437.0,234.0,203.0,53.5,Africa,1995
Immigrants,Kiribati,296,395.0,128.0,267.0,32.4,Oceania,1995
Immigrants,Angola,24,391.0,206.0,185.0,52.7,Africa,1995
Immigrants,Republic of Moldova,498,387.0,189.0,198.0,48.8,Europe,1995
Immigrants,Barbados,52,359.0,208.0,151.0,57.9,North America,1995
Immigrants,Iceland,352,356.0,194.0,162.0,54.5,Europe,1995
Immigrants,Costa Rica,188,348.0,195.0,153.0,56,Central America,1995
Immigrants,Namibia,516,308.0,151.0,157.0,49,Africa,1995
Immigrants,Paraguay,600,306.0,144.0,162.0,47.1,South America,1995
Immigrants,Uzbekistan,860,305.0,156.0,149.0,51.1,Asia,1995
Immigrants,D.R. Congo,180,296.0,149.0,147.0,50.3,Africa,1995
Immigrants,Yemen,887,263.0,156.0,107.0,59.3,Asia,1995
Immigrants,Guatemala,320,256.0,123.0,133.0,48,Central America,1995
Immigrants,French Polynesia,258,255.0,112.0,143.0,43.9,Oceania,1995
Immigrants,Bahamas,44,229.0,105.0,124.0,45.9,North America,1995
Immigrants,Senegal,686,191.0,110.0,81.0,57.6,Africa,1995
Immigrants,Botswana,72,185.0,103.0,82.0,55.7,Africa,1995
Immigrants,Maldives,462,180.0,79.0,101.0,43.9,Asia,1995
Immigrants,Georgia,268,179.0,91.0,88.0,50.8,Asia,1995
Immigrants,Honduras,340,162.0,76.0,86.0,46.9,Central America,1995
Immigrants,Mongolia,496,159.0,82.0,77.0,51.6,Asia,1995
Immigrants,Sierra Leone,694,158.0,85.0,73.0,53.8,Africa,1995
Immigrants,Kazakhstan,398,152.0,61.0,91.0,40.1,Asia,1995
Immigrants,Qatar,634,152.0,90.0,62.0,59.2,Asia,1995
Immigrants,Swaziland,748,146.0,74.0,72.0,50.7,Africa,1995
Immigrants,Madagascar,450,137.0,72.0,65.0,52.6,Africa,1995
Immigrants,Panama,591,128.0,62.0,66.0,48.4,Central America,1995
Immigrants,Luxembourg,442,123.0,59.0,64.0,48,Europe,1995
Immigrants,Oman,512,119.0,69.0,50.0,58,Asia,1995
Immigrants,Grenada,308,94.0,45.0,49.0,47.9,North America,1995
Immigrants,Curaçao,531,89.0,39.0,50.0,43.8,America,1995
Immigrants,Puerto Rico,630,88.0,34.0,54.0,38.6,North America,1995
Immigrants,Liberia,430,81.0,49.0,32.0,60.5,Africa,1995
Immigrants,Suriname,740,79.0,31.0,48.0,39.2,South America,1995
Immigrants,Haiti,332,79.0,33.0,46.0,41.8,North America,1995
Immigrants,Azerbaijan,31,71.0,33.0,38.0,46.5,Asia,1995
Immigrants,Djibouti,262,69.0,21.0,48.0,30.4,Africa,1995
Immigrants,Réunion,638,63.0,25.0,38.0,39.7,Africa,1995
Immigrants,Aruba,533,60.0,34.0,26.0,56.7,North America,1995
Immigrants,Lesotho,426,59.0,31.0,28.0,52.5,Africa,1995
Immigrants,Saint Vincent and the Grenadines,670,55.0,27.0,28.0,49.1,North America,1995
Immigrants,Bhutan,64,48.0,36.0,12.0,75,Asia,1995
Immigrants,Dominican Republic,214,43.0,22.0,21.0,51.2,North America,1995
Immigrants,Belize,84,39.0,11.0,28.0,28.2,Central America,1995
Immigrants,Guam,316,39.0,17.0,22.0,43.6,Oceania,1995
Immigrants,Côte d'Ivoire,384,33.0,19.0,14.0,57.6,Africa,1995
Immigrants,Tajikistan,762,29.0,12.0,17.0,41.4,Asia,1995
Immigrants,Burundi,108,29.0,18.0,11.0,62.1,Africa,1995
Immigrants,Gambia,270,19.0,11.0,8.0,57.9,Africa,1995
Immigrants,Cameroon,120,19.0,13.0,6.0,68.4,Africa,1995
Immigrants,Kyrgyzstan,417,19.0,10.0,9.0,52.6,Asia,1995
Immigrants,Antigua and Barbuda,28,15.0,5.0,10.0,33.3,North America,1995
Immigrants,Monaco,492,14.0,7.0,7.0,50,Europe,1995
Immigrants,Saint Lucia,662,14.0,6.0,8.0,42.9,North America,1995
Immigrants,Burkina Faso,854,10.0,7.0,3.0,70,Africa,1995
Immigrants,Turkmenistan,795,10.0,3.0,7.0,30,Asia,1995
Immigrants,Chad,148,10.0,6.0,4.0,60,Africa,1995
Immigrants,Central African Republic,140,10.0,8.0,2.0,80,Africa,1995
Immigrants,Rwanda,646,5.0,3.0,2.0,60,Africa,1995
Immigrants,Benin,204,5.0,4.0,1.0,80,Africa,1995
Immigrants,Guinea,324,5.0,3.0,2.0,60,Africa,1995
Immigrants,Gabon,266,5.0,3.0,2.0,60,Africa,1995
Immigrants,Togo,768,5.0,3.0,2.0,60,Africa,1995
Emigrants,United Kingdom,826,86757.0,38954.0,47803.0,44.9,Europe,1995
Emigrants,New Zealand,554,53903.0,25173.0,28730.0,46.7,Australia,1995
Emigrants,Greece,300,19792.0,9936.0,9856.0,50.2,Europe,1995
Emigrants,Italy,380,17113.0,7478.0,9635.0,43.7,Europe,1995
Emigrants,Canada,124,14771.0,6795.0,7976.0,46,North America,1995
Emigrants,Papua New Guinea,598,14258.0,8669.0,5589.0,60.8,Oceania,1995
Emigrants,China,156,7703.0,4414.0,3289.0,57.3,Asia,1995
Emigrants,"China, Hong Kong SAR",344,6799.0,3896.0,2903.0,57.3,Asia,1995
Emigrants,Indonesia,360,6776.0,3551.0,3225.0,52.4,Asia,1995
Emigrants,Singapore,702,6072.0,3182.0,2890.0,52.4,Asia,1995
Emigrants,Japan,392,5790.0,3312.0,2478.0,57.2,Asia,1995
Emigrants,Ireland,372,4329.0,2052.0,2277.0,47.4,Europe,1995
Emigrants,Malta,470,4022.0,1927.0,2095.0,47.9,Europe,1995
Emigrants,South Africa,710,3788.0,1860.0,1928.0,49.1,Africa,1995
Emigrants,Malaysia,458,2429.0,1341.0,1088.0,55.2,Asia,1995
Emigrants,Israel,376,2291.0,1036.0,1255.0,45.2,Asia,1995
Emigrants,Argentina,32,1968.0,917.0,1051.0,46.6,South America,1995
Emigrants,Philippines,608,1646.0,1034.0,612.0,62.8,Asia,1995
Emigrants,India,356,1626.0,730.0,896.0,44.9,Asia,1995
Emigrants,Fiji,242,1405.0,740.0,665.0,52.7,Oceania,1995
Emigrants,Denmark,208,1330.0,662.0,668.0,49.8,Europe,1995
Emigrants,Cyprus,196,1048.0,514.0,534.0,49,Asia,1995
Emigrants,Libya,434,1016.0,569.0,447.0,56,Africa,1995
Emigrants,Norway,578,878.0,397.0,481.0,45.2,Europe,1995
Emigrants,Serbia,688,782.0,381.0,401.0,48.7,Europe,1995
Emigrants,Croatia,191,764.0,306.0,458.0,40.1,Europe,1995
Emigrants,Namibia,516,758.0,294.0,464.0,38.8,Africa,1995
Emigrants,Portugal,620,751.0,341.0,410.0,45.4,Europe,1995
Emigrants,Chile,152,737.0,377.0,360.0,51.2,South America,1995
Emigrants,Hungary,348,737.0,365.0,372.0,49.5,Europe,1995
Emigrants,Peru,604,678.0,378.0,300.0,55.8,South America,1995
Emigrants,Finland,246,502.0,272.0,230.0,54.2,Europe,1995
Emigrants,Taiwan,158,471.0,312.0,159.0,66.2,Asia,1995
Emigrants,Timor-Leste,626,451.0,204.0,247.0,45.2,Asia,1995
Emigrants,Brazil,76,445.0,219.0,226.0,49.2,South America,1995
Emigrants,Vanuatu,548,445.0,235.0,210.0,52.8,Oceania,1995
Emigrants,Poland,616,408.0,207.0,201.0,50.7,Europe,1995
Emigrants,Brunei Darussalam,96,372.0,201.0,171.0,54,Asia,1995
Emigrants,Egypt,818,372.0,219.0,153.0,58.9,Africa,1995
Emigrants,Solomon Islands,90,356.0,202.0,154.0,56.7,Oceania,1995
Emigrants,Samoa,882,330.0,188.0,142.0,57,Oceania,1995
Emigrants,New Caledonia,540,262.0,116.0,146.0,44.3,Oceania,1995
Emigrants,Mexico,484,231.0,100.0,131.0,43.3,North America,1995
Emigrants,Slovenia,705,220.0,105.0,115.0,47.7,Europe,1995
Emigrants,Colombia,170,219.0,103.0,116.0,47,South America,1995
Emigrants,Azerbaijan,31,186.0,87.0,99.0,46.8,Asia,1995
Emigrants,Cambodia,116,142.0,89.0,53.0,62.7,Asia,1995
Emigrants,Uganda,800,137.0,63.0,74.0,46,Africa,1995
Emigrants,Montenegro,499,130.0,43.0,87.0,33.1,Europe,1995
Emigrants,Venezuela,862,129.0,67.0,62.0,51.9,South America,1995
Emigrants,Bolivia,68,115.0,53.0,62.0,46.1,South America,1995
Emigrants,Dem. People's Republic of Korea,408,112.0,61.0,51.0,54.5,Asia,1995
Emigrants,Botswana,72,111.0,55.0,56.0,49.5,Africa,1995
Emigrants,Sri Lanka,144,100.0,69.0,31.0,69,Asia,1995
Emigrants,Slovakia,703,85.0,43.0,42.0,50.6,Europe,1995
Emigrants,Zambia,894,81.0,39.0,42.0,48.1,Africa,1995
Emigrants,Panama,591,79.0,47.0,32.0,59.5,Central America,1995
Emigrants,Dominican Republic,214,75.0,52.0,23.0,69.3,North America,1995
Emigrants,Kiribati,296,75.0,42.0,33.0,56,Oceania,1995
Emigrants,Luxembourg,442,70.0,34.0,36.0,48.6,Europe,1995
Emigrants,French Polynesia,258,69.0,34.0,35.0,49.3,Oceania,1995
Emigrants,Latvia,428,69.0,40.0,29.0,58,Europe,1995
Emigrants,Ecuador,218,63.0,35.0,28.0,55.6,South America,1995
Emigrants,Iceland,352,61.0,24.0,37.0,39.3,Europe,1995
Emigrants,Seychelles,690,59.0,31.0,28.0,52.5,Africa,1995
Emigrants,Costa Rica,188,50.0,23.0,27.0,46,Central America,1995
Emigrants,Guatemala,320,46.0,22.0,24.0,47.8,Central America,1995
Emigrants,Bahamas,44,46.0,23.0,23.0,50,North America,1995
Emigrants,Maldives,462,43.0,21.0,22.0,48.8,Asia,1995
Emigrants,Bulgaria,100,40.0,23.0,17.0,57.5,Europe,1995
Emigrants,El Salvador,222,27.0,10.0,17.0,37,Central America,1995
Emigrants,Barbados,52,26.0,13.0,13.0,50,North America,1995
Emigrants,Lithuania,440,25.0,14.0,11.0,56,Europe,1995
Emigrants,Belarus,112,25.0,12.0,13.0,48,Europe,1995
Emigrants,Laos,418,18.0,10.0,8.0,55.6,Asia,1995
Emigrants,Ghana,288,17.0,6.0,11.0,35.3,Africa,1995
Emigrants,Bhutan,64,15.0,12.0,3.0,80,Asia,1995
Emigrants,Central African Republic,140,13.0,9.0,4.0,69.2,Africa,1995
Emigrants,Saint Lucia,662,9.0,3.0,6.0,33.3,North America,1995
Emigrants,Antigua and Barbuda,28,7.0,3.0,4.0,42.9,North America,1995
Emigrants,Swaziland,748,6.0,5.0,1.0,83.3,Africa,1995
Emigrants,Mongolia,496,3.0,3.0,0.0,100,Asia,1995
Immigrants,United Kingdom,826,1128760.0,568895.0,559865.0,50.4,Europe,2000
Immigrants,New Zealand,554,366287.0,187173.0,179114.0,51.1,Australia,2000
Immigrants,Italy,380,233953.0,123761.0,110192.0,52.9,Europe,2000
Immigrants,Viet Nam,704,163672.0,80527.0,83145.0,49.2,Asia,2000
Immigrants,China,156,144919.0,69126.0,75793.0,47.7,Asia,2000
Immigrants,Greece,300,130671.0,66250.0,64421.0,50.7,Europe,2000
Immigrants,Germany,276,118965.0,57936.0,61029.0,48.7,Europe,2000
Immigrants,Philippines,608,112172.0,39036.0,73136.0,34.8,Asia,2000
Immigrants,Netherlands,528,92763.0,48422.0,44341.0,52.2,Europe,2000
Immigrants,India,356,91042.0,47524.0,43518.0,52.2,Asia,2000
Immigrants,Malaysia,458,84788.0,39766.0,45022.0,46.9,Asia,2000
Immigrants,South Africa,710,80607.0,39820.0,40787.0,49.4,Africa,2000
Immigrants,Lebanon,422,79118.0,41379.0,37739.0,52.3,Asia,2000
Immigrants,"China, Hong Kong SAR",344,75247.0,37097.0,38150.0,49.3,Asia,2000
Immigrants,Poland,616,66880.0,31835.0,35045.0,47.6,Europe,2000
Immigrants,United States of America,840,59703.0,30747.0,28956.0,51.5,North America,2000
Immigrants,Sri Lanka,144,58427.0,29681.0,28746.0,50.8,Asia,2000
Immigrants,Croatia,191,58254.0,30583.0,27671.0,52.5,Europe,2000
Immigrants,Indonesia,360,56595.0,27222.0,29373.0,48.1,Asia,2000
Immigrants,Ireland,372,53566.0,27801.0,25765.0,51.9,Europe,2000
Immigrants,Malta,470,52561.0,27437.0,25124.0,52.2,Europe,2000
Immigrants,Serbia,688,52020.0,27050.0,24970.0,52,Europe,2000
Immigrants,TFYR Macedonia,807,49652.0,25670.0,23982.0,51.7,Europe,2000
Immigrants,Fiji,242,46792.0,22039.0,24753.0,47.1,Oceania,2000
Immigrants,Egypt,818,37608.0,19255.0,18353.0,51.2,Africa,2000
Immigrants,Republic of Korea,410,36381.0,17063.0,19318.0,46.9,Asia,2000
Immigrants,Singapore,702,34354.0,16043.0,18311.0,46.7,Asia,2000
Immigrants,Turkey,792,34021.0,17487.0,16534.0,51.4,Asia,2000
Immigrants,Canada,124,30253.0,14642.0,15611.0,48.4,North America,2000
Immigrants,Bosnia and Herzegovina,70,28659.0,14673.0,13986.0,51.2,Europe,2000
Immigrants,Iraq,368,26468.0,14849.0,11619.0,56.1,Asia,2000
Immigrants,Hungary,348,26101.0,13834.0,12267.0,53,Europe,2000
Immigrants,Chile,152,26068.0,12591.0,13477.0,48.3,South America,2000
Immigrants,Papua New Guinea,598,25625.0,11839.0,13786.0,46.2,Oceania,2000
Immigrants,Japan,392,25299.0,9563.0,15736.0,37.8,Asia,2000
Immigrants,Cambodia,116,25052.0,12100.0,12952.0,48.3,Asia,2000
Immigrants,Thailand,764,23113.0,8552.0,14561.0,37,Asia,2000
Immigrants,Cyprus,196,22831.0,11552.0,11279.0,50.6,Asia,2000
Immigrants,Taiwan,158,22681.0,10615.0,12066.0,46.8,Asia,2000
Immigrants,Austria,40,21615.0,11564.0,10051.0,53.5,Europe,2000
Immigrants,Iran,364,21375.0,11585.0,9790.0,54.2,Asia,2000
Immigrants,Mauritius,480,18559.0,8983.0,9576.0,48.4,Africa,2000
Immigrants,France,250,18100.0,9159.0,8941.0,50.6,Europe,2000
Immigrants,Portugal,620,17987.0,9371.0,8616.0,52.1,Europe,2000
Immigrants,Ukraine,804,17041.0,7754.0,9287.0,45.5,Europe,2000
Immigrants,Russian Federation,643,16822.0,6880.0,9942.0,40.9,Europe,2000
Immigrants,Romania,642,14188.0,7222.0,6966.0,50.9,Europe,2000
Immigrants,Spain,724,14182.0,7460.0,6722.0,52.6,Europe,2000
Immigrants,Samoa,882,13171.0,6388.0,6783.0,48.5,Oceania,2000
Immigrants,Czech Republic,203,13107.0,6960.0,6147.0,53.1,Europe,2000
Immigrants,Afghanistan,4,12511.0,7319.0,5192.0,58.5,Asia,2000
Immigrants,Zimbabwe,716,12139.0,6118.0,6021.0,50.4,Africa,2000
Immigrants,Myanmar,104,12115.0,5997.0,6118.0,49.5,Asia,2000
Immigrants,Switzerland,756,12063.0,6478.0,5585.0,53.7,Europe,2000
Immigrants,Argentina,32,12032.0,5920.0,6112.0,49.2,South America,2000
Immigrants,Pakistan,586,11043.0,6372.0,4671.0,57.7,Asia,2000
Immigrants,El Salvador,222,10670.0,5196.0,5474.0,48.7,Central America,2000
Immigrants,Uruguay,858,10563.0,5155.0,5408.0,48.8,South America,2000
Immigrants,Laos,418,10449.0,5193.0,5256.0,49.7,Asia,2000
Immigrants,Denmark,208,9939.0,5417.0,4522.0,54.5,Europe,2000
Immigrants,Finland,246,9412.0,4377.0,5035.0,46.5,Europe,2000
Immigrants,Slovenia,705,8622.0,4535.0,4087.0,52.6,Europe,2000
Immigrants,Bangladesh,50,8488.0,5067.0,3421.0,59.7,Asia,2000
Immigrants,Tonga,776,8114.0,4106.0,4008.0,50.6,Oceania,2000
Immigrants,Israel,376,7395.0,4060.0,3335.0,54.9,Asia,2000
Immigrants,Latvia,428,7357.0,3458.0,3899.0,47,Europe,2000
Immigrants,Syrian Arab Republic,760,7350.0,3682.0,3668.0,50.1,Asia,2000
Immigrants,Kenya,404,7217.0,3753.0,3464.0,52,Africa,2000
Immigrants,Sweden,752,7099.0,3592.0,3507.0,50.6,Europe,2000
Immigrants,Slovakia,703,6360.0,3422.0,2938.0,53.8,Europe,2000
Immigrants,Peru,604,5784.0,2522.0,3262.0,43.6,South America,2000
Immigrants,Montenegro,499,5326.0,2770.0,2556.0,52,Europe,2000
Immigrants,Belgium,56,5320.0,2607.0,2713.0,49,Europe,2000
Immigrants,Brazil,76,4754.0,2154.0,2600.0,45.3,South America,2000
Immigrants,Sudan,729,4204.0,2237.0,1967.0,53.2,Africa,2000
Immigrants,Colombia,170,4032.0,1943.0,2089.0,48.2,South America,2000
Immigrants,Norway,578,3985.0,2164.0,1821.0,54.3,Europe,2000
Immigrants,Lithuania,440,3828.0,1887.0,1941.0,49.3,Europe,2000
Immigrants,Somalia,706,3767.0,1948.0,1819.0,51.7,Africa,2000
Immigrants,Ethiopia,231,3642.0,1890.0,1752.0,51.9,Africa,2000
Immigrants,Jordan,400,3494.0,1957.0,1537.0,56,Asia,2000
Immigrants,Zambia,894,3428.0,1711.0,1717.0,49.9,Africa,2000
Immigrants,State of Palestine,275,3061.0,1742.0,1319.0,56.9,Asia,2000
Immigrants,Bulgaria,100,3025.0,1670.0,1355.0,55.2,Europe,2000
Immigrants,Seychelles,690,2774.0,1323.0,1451.0,47.7,Africa,2000
Immigrants,Kuwait,414,2469.0,1326.0,1143.0,53.7,Asia,2000
Immigrants,Ghana,288,2162.0,1263.0,899.0,58.4,Africa,2000
Immigrants,Brunei Darussalam,96,2105.0,1074.0,1031.0,51,Asia,2000
Immigrants,"China, Macao SAR",446,2042.0,917.0,1125.0,44.9,Asia,2000
Immigrants,Nepal,524,2030.0,1391.0,639.0,68.5,Asia,2000
Immigrants,Timor-Leste,626,1991.0,980.0,1011.0,49.2,Asia,2000
Immigrants,Estonia,233,1963.0,875.0,1088.0,44.6,Europe,2000
Immigrants,Tanzania,834,1958.0,1077.0,881.0,55,Africa,2000
Immigrants,Nigeria,566,1812.0,1113.0,699.0,61.4,Africa,2000
Immigrants,Eritrea,232,1765.0,920.0,845.0,52.1,Africa,2000
Immigrants,Albania,8,1529.0,868.0,661.0,56.8,Europe,2000
Immigrants,Saudi Arabia,682,1525.0,798.0,727.0,52.3,Asia,2000
Immigrants,Ecuador,218,1457.0,723.0,734.0,49.6,South America,2000
Immigrants,Libya,434,1413.0,771.0,642.0,54.6,Africa,2000
Immigrants,Trinidad and Tobago,780,1413.0,704.0,709.0,49.8,North America,2000
Immigrants,Uganda,800,1407.0,760.0,647.0,54,Africa,2000
Immigrants,Solomon Islands,90,1395.0,638.0,757.0,45.7,Oceania,2000
Immigrants,United Arab Emirates,784,1393.0,740.0,653.0,53.1,Asia,2000
Immigrants,Morocco,504,1368.0,860.0,508.0,62.9,Africa,2000
Immigrants,Belarus,112,1357.0,607.0,750.0,44.7,Europe,2000
Immigrants,Mexico,484,1268.0,583.0,685.0,46,North America,2000
Immigrants,New Caledonia,540,1202.0,507.0,695.0,42.2,Oceania,2000
Immigrants,Venezuela,862,1181.0,565.0,616.0,47.8,South America,2000
Immigrants,Algeria,12,1170.0,751.0,419.0,64.2,Africa,2000
Immigrants,Vanuatu,548,1057.0,515.0,542.0,48.7,Oceania,2000
Immigrants,Armenia,51,978.0,460.0,518.0,47,Asia,2000
Immigrants,Jamaica,388,932.0,486.0,446.0,52.1,North America,2000
Immigrants,Nicaragua,558,797.0,377.0,420.0,47.3,Central America,2000
Immigrants,Bahrain,48,772.0,412.0,360.0,53.4,Asia,2000
Immigrants,Bolivia,68,694.0,336.0,358.0,48.4,South America,2000
Immigrants,Botswana,72,670.0,356.0,314.0,53.1,Africa,2000
Immigrants,Mozambique,508,628.0,328.0,300.0,52.2,Africa,2000
Immigrants,Republic of Moldova,498,576.0,277.0,299.0,48.1,Europe,2000
Immigrants,Iceland,352,565.0,312.0,253.0,55.2,Europe,2000
Immigrants,Malawi,454,537.0,284.0,253.0,52.9,Africa,2000
Immigrants,Guyana,328,519.0,231.0,288.0,44.5,South America,2000
Immigrants,Cuba,192,508.0,271.0,237.0,53.3,North America,2000
Immigrants,Tunisia,788,497.0,289.0,208.0,58.1,Africa,2000
Immigrants,Uzbekistan,860,492.0,248.0,244.0,50.4,Asia,2000
Immigrants,Namibia,516,447.0,226.0,221.0,50.6,Africa,2000
Immigrants,Kiribati,296,439.0,162.0,277.0,36.9,Oceania,2000
Immigrants,Angola,24,417.0,228.0,189.0,54.7,Africa,2000
Immigrants,Yemen,887,390.0,232.0,158.0,59.5,Asia,2000
Immigrants,Kazakhstan,398,386.0,153.0,233.0,39.6,Asia,2000
Immigrants,Barbados,52,370.0,208.0,162.0,56.2,North America,2000
Immigrants,Paraguay,600,357.0,159.0,198.0,44.5,South America,2000
Immigrants,Costa Rica,188,352.0,193.0,159.0,54.8,Central America,2000
Immigrants,French Polynesia,258,343.0,145.0,198.0,42.3,Oceania,2000
Immigrants,Oman,512,343.0,202.0,141.0,58.9,Asia,2000
Immigrants,Guatemala,320,310.0,150.0,160.0,48.4,Central America,2000
Immigrants,D.R. Congo,180,306.0,149.0,157.0,48.7,Africa,2000
Immigrants,Georgia,268,293.0,148.0,145.0,50.5,Asia,2000
Immigrants,Bahamas,44,264.0,126.0,138.0,47.7,North America,2000
Immigrants,Sierra Leone,694,260.0,143.0,117.0,55,Africa,2000
Immigrants,Qatar,634,249.0,140.0,109.0,56.2,Asia,2000
Immigrants,Swaziland,748,235.0,110.0,125.0,46.8,Africa,2000
Immigrants,Senegal,686,235.0,139.0,96.0,59.1,Africa,2000
Immigrants,Azerbaijan,31,188.0,80.0,108.0,42.6,Asia,2000
Immigrants,Honduras,340,185.0,97.0,88.0,52.4,Central America,2000
Immigrants,Madagascar,450,180.0,80.0,100.0,44.4,Africa,2000
Immigrants,Maldives,462,165.0,76.0,89.0,46.1,Asia,2000
Immigrants,Luxembourg,442,150.0,78.0,72.0,52,Europe,2000
Immigrants,Panama,591,140.0,70.0,70.0,50,Central America,2000
Immigrants,Puerto Rico,630,135.0,55.0,80.0,40.7,North America,2000
Immigrants,Congo,178,132.0,71.0,61.0,53.8,Africa,2000
Immigrants,Grenada,308,125.0,55.0,70.0,44,North America,2000
Immigrants,Mongolia,496,118.0,64.0,54.0,54.2,Asia,2000
Immigrants,Liberia,430,115.0,73.0,42.0,63.5,Africa,2000
Immigrants,Kyrgyzstan,417,97.0,37.0,60.0,38.1,Asia,2000
Immigrants,Haiti,332,90.0,38.0,52.0,42.2,North America,2000
Immigrants,Curaçao,531,90.0,40.0,50.0,44.4,America,2000
Immigrants,Suriname,740,87.0,40.0,47.0,46,South America,2000
Immigrants,Réunion,638,87.0,32.0,55.0,36.8,Africa,2000
Immigrants,Djibouti,262,82.0,35.0,47.0,42.7,Africa,2000
Immigrants,Saint Vincent and the Grenadines,670,80.0,59.0,21.0,73.8,North America,2000
Immigrants,Bhutan,64,70.0,48.0,22.0,68.6,Asia,2000
Immigrants,Dominican Republic,214,70.0,38.0,32.0,54.3,North America,2000
Immigrants,Lesotho,426,67.0,37.0,30.0,55.2,Africa,2000
Immigrants,Cameroon,120,67.0,42.0,25.0,62.7,Africa,2000
Immigrants,Côte d'Ivoire,384,62.0,35.0,27.0,56.5,Africa,2000
Immigrants,Aruba,533,57.0,30.0,27.0,52.6,North America,2000
Immigrants,Guam,316,50.0,20.0,30.0,40,Oceania,2000
Immigrants,Rwanda,646,50.0,28.0,22.0,56,Africa,2000
Immigrants,Belize,84,48.0,18.0,30.0,37.5,Central America,2000
Immigrants,Tajikistan,762,48.0,26.0,22.0,54.2,Asia,2000
Immigrants,Chad,148,40.0,28.0,12.0,70,Africa,2000
Immigrants,Gambia,270,35.0,23.0,12.0,65.7,Africa,2000
Immigrants,Monaco,492,32.0,12.0,20.0,37.5,Europe,2000
Immigrants,Turkmenistan,795,30.0,11.0,19.0,36.7,Asia,2000
Immigrants,Antigua and Barbuda,28,30.0,10.0,20.0,33.3,North America,2000
Immigrants,Guinea,324,30.0,18.0,12.0,60,Africa,2000
Immigrants,Saint Lucia,662,30.0,20.0,10.0,66.7,North America,2000
Immigrants,Benin,204,28.0,18.0,10.0,64.3,Africa,2000
Immigrants,Burundi,108,27.0,17.0,10.0,63,Africa,2000
Immigrants,Mali,466,21.0,10.0,11.0,47.6,Africa,2000
Immigrants,Gabon,266,20.0,10.0,10.0,50,Africa,2000
Immigrants,Togo,768,20.0,10.0,10.0,50,Africa,2000
Immigrants,Burkina Faso,854,11.0,6.0,5.0,54.5,Africa,2000
Immigrants,Central African Republic,140,7.0,4.0,3.0,57.1,Africa,2000
Emigrants,United Kingdom,826,104720.0,46915.0,57805.0,44.8,Europe,2000
Emigrants,New Zealand,554,55949.0,26016.0,29933.0,46.5,Australia,2000
Emigrants,Greece,300,20267.0,9343.0,10924.0,46.1,Europe,2000
Emigrants,Italy,380,17612.0,7714.0,9898.0,43.8,Europe,2000
Emigrants,Canada,124,15831.0,7346.0,8485.0,46.4,North America,2000
Emigrants,Papua New Guinea,598,10675.0,6875.0,3800.0,64.4,Oceania,2000
Emigrants,China,156,9168.0,5281.0,3887.0,57.6,Asia,2000
Emigrants,Japan,392,8830.0,5060.0,3770.0,57.3,Asia,2000
Emigrants,Singapore,702,7767.0,4070.0,3697.0,52.4,Asia,2000
Emigrants,Ireland,372,7675.0,3646.0,4029.0,47.5,Europe,2000
Emigrants,Indonesia,360,7625.0,3996.0,3629.0,52.4,Asia,2000
Emigrants,"China, Hong Kong SAR",344,7506.0,4286.0,3220.0,57.1,Asia,2000
Emigrants,Malta,470,4128.0,1886.0,2242.0,45.7,Europe,2000
Emigrants,South Africa,710,3331.0,1649.0,1682.0,49.5,Africa,2000
