FlowType,Country,CountryCode,TotalMigrants,Male,Female,MalePct,Continent,Year
Emigrants,Israel,376,2616.0,1214.0,1402.0,46.4,Asia,2000
Emigrants,Malaysia,458,2432.0,1342.0,1090.0,55.2,Asia,2000
Emigrants,Philippines,608,2234.0,1412.0,822.0,63.2,Asia,2000
Emigrants,Argentina,32,1710.0,781.0,929.0,45.7,South America,2000
Emigrants,Denmark,208,1603.0,837.0,766.0,52.2,Europe,2000
Emigrants,Fiji,242,1489.0,782.0,707.0,52.5,Oceania,2000
Emigrants,Cyprus,196,1355.0,650.0,705.0,48,Asia,2000
Emigrants,Portugal,620,1185.0,539.0,646.0,45.5,Europe,2000
Emigrants,Norway,578,977.0,506.0,471.0,51.8,Europe,2000
Emigrants,India,356,881.0,432.0,449.0,49,Asia,2000
Emigrants,Chile,152,879.0,451.0,428.0,51.3,South America,2000
Emigrants,Croatia,191,753.0,320.0,433.0,42.5,Europe,2000
Emigrants,Namibia,516,705.0,275.0,430.0,39,Africa,2000
Emigrants,Taiwan,158,667.0,439.0,228.0,65.8,Asia,2000
Emigrants,Hungary,348,642.0,311.0,331.0,48.4,Europe,2000
Emigrants,Peru,604,619.0,345.0,274.0,55.7,South America,2000
Emigrants,Finland,246,552.0,311.0,241.0,56.3,Europe,2000
Emigrants,Libya,434,551.0,349.0,202.0,63.3,Africa,2000
Emigrants,Poland,616,549.0,279.0,270.0,50.8,Europe,2000
Emigrants,Egypt,818,519.0,316.0,203.0,60.9,Africa,2000
Emigrants,Brunei Darussalam,96,482.0,262.0,220.0,54.4,Asia,2000
Emigrants,Timor-Leste,626,482.0,209.0,273.0,43.4,Asia,2000
Emigrants,Vanuatu,548,450.0,227.0,223.0,50.4,Oceania,2000
Emigrants,Brazil,76,441.0,219.0,222.0,49.7,South America,2000
Emigrants,Samoa,882,422.0,239.0,183.0,56.6,Oceania,2000
Emigrants,Serbia,688,381.0,174.0,207.0,45.7,Europe,2000
Emigrants,Solomon Islands,90,340.0,193.0,147.0,56.8,Oceania,2000
Emigrants,Slovenia,705,303.0,150.0,153.0,49.5,Europe,2000
Emigrants,New Caledonia,540,298.0,130.0,168.0,43.6,Oceania,2000
Emigrants,Mexico,484,285.0,131.0,154.0,46,North America,2000
Emigrants,Cambodia,116,229.0,144.0,85.0,62.9,Asia,2000
Emigrants,Colombia,170,197.0,90.0,107.0,45.7,South America,2000
Emigrants,Slovakia,703,176.0,90.0,86.0,51.1,Europe,2000
Emigrants,Azerbaijan,31,164.0,77.0,87.0,47,Asia,2000
Emigrants,Bolivia,68,154.0,71.0,83.0,46.1,South America,2000
Emigrants,Sri Lanka,144,150.0,96.0,54.0,64,Asia,2000
Emigrants,Uganda,800,137.0,63.0,74.0,46,Africa,2000
Emigrants,Ecuador,218,133.0,74.0,59.0,55.6,South America,2000
Emigrants,Montenegro,499,130.0,43.0,87.0,33.1,Europe,2000
Emigrants,Venezuela,862,127.0,66.0,61.0,52,South America,2000
Emigrants,Dem. People's Republic of Korea,408,127.0,68.0,59.0,53.5,Asia,2000
Emigrants,Botswana,72,114.0,56.0,58.0,49.1,Africa,2000
Emigrants,Latvia,428,93.0,54.0,39.0,58.1,Europe,2000
Emigrants,Kiribati,296,86.0,44.0,42.0,51.2,Oceania,2000
Emigrants,Zambia,894,83.0,40.0,43.0,48.2,Africa,2000
Emigrants,Dominican Republic,214,82.0,56.0,26.0,68.3,North America,2000
Emigrants,French Polynesia,258,74.0,35.0,39.0,47.3,Oceania,2000
Emigrants,Luxembourg,442,67.0,32.0,35.0,47.8,Europe,2000
Emigrants,Bulgaria,100,66.0,37.0,29.0,56.1,Europe,2000
Emigrants,Bahamas,44,65.0,33.0,32.0,50.8,North America,2000
Emigrants,Iceland,352,61.0,25.0,36.0,41,Europe,2000
Emigrants,Costa Rica,188,51.0,25.0,26.0,49,Central America,2000
Emigrants,Seychelles,690,51.0,32.0,19.0,62.7,Africa,2000
Emigrants,Panama,591,48.0,28.0,20.0,58.3,Central America,2000
Emigrants,Maldives,462,48.0,26.0,22.0,54.2,Asia,2000
Emigrants,Guatemala,320,44.0,24.0,20.0,54.5,Central America,2000
Emigrants,Barbados,52,29.0,15.0,14.0,51.7,North America,2000
Emigrants,Belarus,112,28.0,12.0,16.0,42.9,Europe,2000
Emigrants,El Salvador,222,21.0,8.0,13.0,38.1,Central America,2000
Emigrants,Ghana,288,19.0,6.0,13.0,31.6,Africa,2000
Emigrants,Lithuania,440,19.0,11.0,8.0,57.9,Europe,2000
Emigrants,Bhutan,64,17.0,14.0,3.0,82.4,Asia,2000
Emigrants,Laos,418,17.0,9.0,8.0,52.9,Asia,2000
Emigrants,Swaziland,748,16.0,9.0,7.0,56.2,Africa,2000
Emigrants,Central African Republic,140,16.0,8.0,8.0,50,Africa,2000
Emigrants,Saint Lucia,662,13.0,4.0,9.0,30.8,North America,2000
Emigrants,Antigua and Barbuda,28,6.0,3.0,3.0,50,North America,2000
Emigrants,Mongolia,496,4.0,3.0,1.0,75,Asia,2000
Immigrants,United Kingdom,826,1118630.0,566027.0,552603.0,50.6,Europe,2005
Immigrants,New Zealand,554,424120.0,217149.0,206971.0,51.2,Australia,2005
Immigrants,China,156,227597.0,104695.0,122902.0,46,Asia,2005
Immigrants,Italy,380,220526.0,115115.0,105411.0,52.2,Europe,2005
Immigrants,Viet Nam,704,174625.0,83995.0,90630.0,48.1,Asia,2005
Immigrants,India,356,149237.0,82528.0,66709.0,55.3,Asia,2005
Immigrants,Philippines,608,134758.0,48378.0,86380.0,35.9,Asia,2005
Immigrants,Greece,300,129008.0,64504.0,64504.0,50,Europe,2005
Immigrants,Germany,276,123122.0,59591.0,63531.0,48.4,Europe,2005
Immigrants,South Africa,710,114035.0,56789.0,57246.0,49.8,Africa,2005
Immigrants,Malaysia,458,101481.0,47087.0,54394.0,46.4,Asia,2005
Immigrants,Netherlands,528,91676.0,47305.0,44371.0,51.6,Europe,2005
Immigrants,Lebanon,422,84843.0,44458.0,40385.0,52.4,Asia,2005
Immigrants,"China, Hong Kong SAR",344,79854.0,39049.0,40805.0,48.9,Asia,2005
Immigrants,United States of America,840,70697.0,35914.0,34783.0,50.8,North America,2005
Immigrants,Sri Lanka,144,70602.0,36007.0,34595.0,51,Asia,2005
Immigrants,Croatia,191,69644.0,36006.0,33638.0,51.7,Europe,2005
Immigrants,Poland,616,63306.0,29121.0,34185.0,46,Europe,2005
Immigrants,Indonesia,360,60318.0,27867.0,32451.0,46.2,Asia,2005
Immigrants,Ireland,372,55768.0,29111.0,26657.0,52.2,Europe,2005
Immigrants,Fiji,242,54816.0,25873.0,28943.0,47.2,Oceania,2005
Immigrants,Malta,470,51360.0,26502.0,24858.0,51.6,Europe,2005
Immigrants,TFYR Macedonia,807,51348.0,26342.0,25006.0,51.3,Europe,2005
Immigrants,Republic of Korea,410,51162.0,23586.0,27576.0,46.1,Asia,2005
Immigrants,Singapore,702,43009.0,19870.0,23139.0,46.2,Asia,2005
Immigrants,Serbia,688,39229.0,20124.0,19105.0,51.3,Europe,2005
Immigrants,Egypt,818,38735.0,19871.0,18864.0,51.3,Africa,2005
Immigrants,Bosnia and Herzegovina,70,38496.0,19517.0,18979.0,50.7,Europe,2005
Immigrants,Turkey,792,37467.0,19296.0,18171.0,51.5,Asia,2005
Immigrants,Iraq,368,37246.0,20113.0,17133.0,54,Asia,2005
Immigrants,Canada,124,36359.0,17489.0,18870.0,48.1,North America,2005
Immigrants,Japan,392,33136.0,11432.0,21704.0,34.5,Asia,2005
Immigrants,Thailand,764,31615.0,11128.0,20487.0,35.2,Asia,2005
Immigrants,Cambodia,116,27620.0,13064.0,14556.0,47.3,Asia,2005
Immigrants,Papua New Guinea,598,26907.0,12270.0,14637.0,45.6,Oceania,2005
Immigrants,Chile,152,26877.0,12955.0,13922.0,48.2,South America,2005
Immigrants,Iran,364,26699.0,14150.0,12549.0,53,Asia,2005
Immigrants,Taiwan,158,25888.0,11727.0,14161.0,45.3,Asia,2005
Immigrants,Hungary,348,24335.0,12557.0,11778.0,51.6,Europe,2005
Immigrants,Cyprus,196,22457.0,11228.0,11229.0,50,Asia,2005
Immigrants,Zimbabwe,716,21657.0,10937.0,10720.0,50.5,Africa,2005
Immigrants,France,250,21133.0,10714.0,10419.0,50.7,Europe,2005
Immigrants,Austria,40,21030.0,11167.0,9863.0,53.1,Europe,2005
Immigrants,Mauritius,480,20326.0,9960.0,10366.0,49,Africa,2005
Immigrants,Afghanistan,4,18919.0,10746.0,8173.0,56.8,Asia,2005
Immigrants,Portugal,620,18160.0,9425.0,8735.0,51.9,Europe,2005
Immigrants,Russian Federation,643,18114.0,7137.0,10977.0,39.4,Europe,2005
Immigrants,Sudan,729,17942.0,9958.0,7984.0,55.5,Africa,2005
Immigrants,Ukraine,804,16828.0,7236.0,9592.0,43,Europe,2005
Immigrants,Pakistan,586,16755.0,9634.0,7121.0,57.5,Asia,2005
Immigrants,Samoa,882,16595.0,8098.0,8497.0,48.8,Oceania,2005
Immigrants,Bangladesh,50,16138.0,9925.0,6213.0,61.5,Asia,2005
Immigrants,Romania,642,15707.0,7854.0,7853.0,50,Europe,2005
Immigrants,Spain,724,14329.0,7394.0,6935.0,51.6,Europe,2005
Immigrants,Czech Republic,203,13727.0,6973.0,6754.0,50.8,Europe,2005
Immigrants,Myanmar,104,13382.0,6530.0,6852.0,48.8,Asia,2005
Immigrants,Switzerland,756,13100.0,6943.0,6157.0,53,Europe,2005
Immigrants,Argentina,32,13097.0,6418.0,6679.0,49,South America,2005
Immigrants,Uruguay,858,10804.0,5208.0,5596.0,48.2,South America,2005
Immigrants,Kenya,404,10795.0,5592.0,5203.0,51.8,Africa,2005
Immigrants,El Salvador,222,10750.0,5246.0,5504.0,48.8,Central America,2005
Immigrants,Timor-Leste,626,10733.0,5366.0,5367.0,50,Asia,2005
Immigrants,Laos,418,10585.0,5176.0,5409.0,48.9,Asia,2005
Immigrants,Denmark,208,10481.0,5597.0,4884.0,53.4,Europe,2005
Immigrants,Finland,246,9503.0,4276.0,5227.0,45,Europe,2005
Immigrants,Israel,376,8942.0,4945.0,3997.0,55.3,Asia,2005
Immigrants,Slovenia,705,8786.0,4516.0,4270.0,51.4,Europe,2005
Immigrants,Tonga,776,8716.0,4436.0,4280.0,50.9,Oceania,2005
Immigrants,Sweden,752,8566.0,4095.0,4471.0,47.8,Europe,2005
Immigrants,Syrian Arab Republic,760,8269.0,4093.0,4176.0,49.5,Asia,2005
Immigrants,Brazil,76,7512.0,3516.0,3996.0,46.8,South America,2005
Immigrants,Peru,604,6712.0,2926.0,3786.0,43.6,South America,2005
Immigrants,Latvia,428,6300.0,2866.0,3434.0,45.5,Europe,2005
Immigrants,Ethiopia,231,6064.0,3129.0,2935.0,51.6,Africa,2005
Immigrants,Slovakia,703,6055.0,3058.0,2997.0,50.5,Europe,2005
Immigrants,Belgium,56,5796.0,2852.0,2944.0,49.2,Europe,2005
Immigrants,Colombia,170,5794.0,2712.0,3082.0,46.8,South America,2005
Immigrants,Zambia,894,4548.0,2274.0,2274.0,50,Africa,2005
Immigrants,Somalia,706,4504.0,2225.0,2279.0,49.4,Africa,2005
Immigrants,Norway,578,4392.0,2192.0,2200.0,49.9,Europe,2005
Immigrants,Jordan,400,4155.0,2343.0,1812.0,56.4,Asia,2005
Immigrants,Nepal,524,3799.0,2393.0,1406.0,63,Asia,2005
Immigrants,Montenegro,499,3524.0,1815.0,1709.0,51.5,Europe,2005
Immigrants,Bulgaria,100,3424.0,1746.0,1678.0,51,Europe,2005
Immigrants,Lithuania,440,3296.0,1513.0,1783.0,45.9,Europe,2005
Immigrants,State of Palestine,275,3255.0,1839.0,1416.0,56.5,Asia,2005
Immigrants,Kuwait,414,3146.0,1721.0,1425.0,54.7,Asia,2005
Immigrants,Saudi Arabia,682,2969.0,1636.0,1333.0,55.1,Asia,2005
Immigrants,Seychelles,690,2895.0,1335.0,1560.0,46.1,Africa,2005
Immigrants,Ghana,288,2847.0,1572.0,1275.0,55.2,Africa,2005
Immigrants,United Arab Emirates,784,2818.0,1601.0,1217.0,56.8,Asia,2005
Immigrants,Nigeria,566,2600.0,1565.0,1035.0,60.2,Africa,2005
Immigrants,Brunei Darussalam,96,2561.0,1255.0,1306.0,49,Asia,2005
Immigrants,Tanzania,834,2328.0,1315.0,1013.0,56.5,Africa,2005
Immigrants,Eritrea,232,2293.0,1169.0,1124.0,51,Africa,2005
Immigrants,Albania,8,2281.0,1211.0,1070.0,53.1,Europe,2005
Immigrants,"China, Macao SAR",446,2090.0,953.0,1137.0,45.6,Asia,2005
Immigrants,Uganda,800,1864.0,971.0,893.0,52.1,Africa,2005
Immigrants,Mexico,484,1838.0,868.0,970.0,47.2,North America,2005
Immigrants,Ecuador,218,1655.0,804.0,851.0,48.6,South America,2005
Immigrants,Estonia,233,1654.0,733.0,921.0,44.3,Europe,2005
Immigrants,Solomon Islands,90,1640.0,722.0,918.0,44,Oceania,2005
Immigrants,Belarus,112,1608.0,706.0,902.0,43.9,Europe,2005
Immigrants,Venezuela,862,1595.0,731.0,864.0,45.8,South America,2005
Immigrants,Libya,434,1577.0,847.0,730.0,53.7,Africa,2005
Immigrants,Morocco,504,1562.0,947.0,615.0,60.6,Africa,2005
Immigrants,Trinidad and Tobago,780,1558.0,791.0,767.0,50.8,North America,2005
Immigrants,Sierra Leone,694,1490.0,755.0,735.0,50.7,Africa,2005
Immigrants,Algeria,12,1330.0,817.0,513.0,61.4,Africa,2005
Immigrants,New Caledonia,540,1255.0,545.0,710.0,43.4,Oceania,2005
Immigrants,Vanuatu,548,1183.0,567.0,616.0,47.9,Oceania,2005
Immigrants,Liberia,430,1161.0,571.0,590.0,49.2,Africa,2005
Immigrants,Armenia,51,1111.0,529.0,582.0,47.6,Asia,2005
Immigrants,Bahrain,48,1077.0,602.0,475.0,55.9,Asia,2005
Immigrants,Jamaica,388,1003.0,521.0,482.0,51.9,North America,2005
Immigrants,Botswana,72,973.0,553.0,420.0,56.8,Africa,2005
Immigrants,Oman,512,852.0,498.0,354.0,58.5,Asia,2005
Immigrants,Republic of Moldova,498,816.0,375.0,441.0,46,Europe,2005
Immigrants,Uzbekistan,860,777.0,362.0,415.0,46.6,Asia,2005
Immigrants,Nicaragua,558,776.0,364.0,412.0,46.9,Central America,2005
Immigrants,Mozambique,508,771.0,401.0,370.0,52,Africa,2005
Immigrants,Bolivia,68,770.0,364.0,406.0,47.3,South America,2005
Immigrants,Malawi,454,761.0,370.0,391.0,48.6,Africa,2005
Immigrants,Namibia,516,737.0,378.0,359.0,51.3,Africa,2005
Immigrants,Kazakhstan,398,677.0,255.0,422.0,37.7,Asia,2005
Immigrants,Iceland,352,670.0,350.0,320.0,52.2,Europe,2005
Immigrants,Congo,178,644.0,377.0,267.0,58.5,Africa,2005
Immigrants,Cuba,192,612.0,324.0,288.0,52.9,North America,2005
Immigrants,Guyana,328,563.0,262.0,301.0,46.5,South America,2005
Immigrants,Tunisia,788,542.0,331.0,211.0,61.1,Africa,2005
Immigrants,Yemen,887,520.0,290.0,230.0,55.8,Asia,2005
Immigrants,Kiribati,296,485.0,190.0,295.0,39.2,Oceania,2005
Immigrants,Angola,24,451.0,231.0,220.0,51.2,Africa,2005
Immigrants,Qatar,634,447.0,267.0,180.0,59.7,Asia,2005
Immigrants,Paraguay,600,411.0,190.0,221.0,46.2,South America,2005
Immigrants,Georgia,268,397.0,187.0,210.0,47.1,Asia,2005
Immigrants,French Polynesia,258,392.0,152.0,240.0,38.8,Oceania,2005
Immigrants,D.R. Congo,180,390.0,189.0,201.0,48.5,Africa,2005
Immigrants,Barbados,52,382.0,208.0,174.0,54.5,North America,2005
Immigrants,Costa Rica,188,380.0,200.0,180.0,52.6,Central America,2005
Immigrants,Burundi,108,379.0,207.0,172.0,54.6,Africa,2005
Immigrants,Guatemala,320,350.0,158.0,192.0,45.1,Central America,2005
Immigrants,Azerbaijan,31,298.0,120.0,178.0,40.3,Asia,2005
Immigrants,Maldives,462,280.0,112.0,168.0,40,Asia,2005
Immigrants,Senegal,686,272.0,167.0,105.0,61.4,Africa,2005
Immigrants,Swaziland,748,270.0,138.0,132.0,51.1,Africa,2005
Immigrants,Bahamas,44,268.0,115.0,153.0,42.9,North America,2005
Immigrants,Mongolia,496,246.0,105.0,141.0,42.7,Asia,2005
Immigrants,Kyrgyzstan,417,233.0,98.0,135.0,42.1,Asia,2005
Immigrants,Honduras,340,225.0,125.0,100.0,55.6,Central America,2005
Immigrants,Madagascar,450,222.0,102.0,120.0,45.9,Africa,2005
Immigrants,Guinea,324,194.0,105.0,89.0,54.1,Africa,2005
Immigrants,Rwanda,646,179.0,78.0,101.0,43.6,Africa,2005
Immigrants,Luxembourg,442,174.0,82.0,92.0,47.1,Europe,2005
Immigrants,Panama,591,172.0,100.0,72.0,58.1,Central America,2005
Immigrants,Côte d'Ivoire,384,171.0,93.0,78.0,54.4,Africa,2005
Immigrants,Puerto Rico,630,166.0,72.0,94.0,43.4,North America,2005
Immigrants,Réunion,638,142.0,54.0,88.0,38,Africa,2005
Immigrants,Cameroon,120,130.0,77.0,53.0,59.2,Africa,2005
Immigrants,Bhutan,64,129.0,78.0,51.0,60.5,Asia,2005
Immigrants,Grenada,308,128.0,68.0,60.0,53.1,North America,2005
Immigrants,Djibouti,262,113.0,45.0,68.0,39.8,Africa,2005
Immigrants,Dominican Republic,214,108.0,50.0,58.0,46.3,North America,2005
Immigrants,Curaçao,531,102.0,42.0,60.0,41.2,America,2005
Immigrants,Suriname,740,102.0,50.0,52.0,49,South America,2005
Immigrants,Haiti,332,94.0,42.0,52.0,44.7,North America,2005
Immigrants,Lesotho,426,92.0,50.0,42.0,54.3,Africa,2005
Immigrants,Saint Vincent and the Grenadines,670,88.0,56.0,32.0,63.6,North America,2005
Immigrants,Guam,316,80.0,42.0,38.0,52.5,Oceania,2005
Immigrants,Gambia,270,80.0,43.0,37.0,53.8,Africa,2005
Immigrants,Tajikistan,762,65.0,25.0,40.0,38.5,Asia,2005
Immigrants,Belize,84,60.0,30.0,30.0,50,Central America,2005
Immigrants,Turkmenistan,795,60.0,20.0,40.0,33.3,Asia,2005
Immigrants,Monaco,492,50.0,20.0,30.0,40,Europe,2005
Immigrants,Aruba,533,50.0,20.0,30.0,40,North America,2005
Immigrants,Mali,466,42.0,22.0,20.0,52.4,Africa,2005
Immigrants,Chad,148,40.0,23.0,17.0,57.5,Africa,2005
Immigrants,Saint Lucia,662,38.0,26.0,12.0,68.4,North America,2005
Immigrants,Antigua and Barbuda,28,35.0,14.0,21.0,40,North America,2005
Immigrants,Togo,768,32.0,22.0,10.0,68.8,Africa,2005
Immigrants,Gabon,266,30.0,20.0,10.0,66.7,Africa,2005
Immigrants,Benin,204,30.0,20.0,10.0,66.7,Africa,2005
Immigrants,Burkina Faso,854,20.0,10.0,10.0,50,Africa,2005
Immigrants,Central African Republic,140,10.0,6.0,4.0,60,Africa,2005
Emigrants,United Kingdom,826,115290.0,52803.0,62487.0,45.8,Europe,2005
Emigrants,New Zealand,554,61754.0,28839.0,32915.0,46.7,Australia,2005
Emigrants,Greece,300,20467.0,9353.0,11114.0,45.7,Europe,2005
Emigrants,Italy,380,17973.0,7908.0,10065.0,44,Europe,2005
Emigrants,Canada,124,17893.0,8624.0,9269.0,48.2,North America,2005
Emigrants,Japan,392,10964.0,7061.0,3903.0,64.4,Asia,2005
Emigrants,China,156,10913.0,6330.0,4583.0,58,Asia,2005
Emigrants,Papua New Guinea,598,10675.0,6992.0,3683.0,65.5,Oceania,2005
Emigrants,Singapore,702,8236.0,4316.0,3920.0,52.4,Asia,2005
Emigrants,"China, Hong Kong SAR",344,8195.0,4499.0,3696.0,54.9,Asia,2005
Emigrants,Ireland,372,7978.0,3813.0,4165.0,47.8,Europe,2005
Emigrants,Indonesia,360,4660.0,2460.0,2200.0,52.8,Asia,2005
Emigrants,Malta,470,4016.0,1795.0,2221.0,44.7,Europe,2005
Emigrants,South Africa,710,3004.0,1508.0,1496.0,50.2,Africa,2005
Emigrants,Israel,376,2913.0,1387.0,1526.0,47.6,Asia,2005
Emigrants,Philippines,608,2822.0,1792.0,1030.0,63.5,Asia,2005
Emigrants,Malaysia,458,2432.0,1342.0,1090.0,55.2,Asia,2005
Emigrants,Cyprus,196,2037.0,961.0,1076.0,47.2,Asia,2005
Emigrants,Denmark,208,1843.0,980.0,863.0,53.2,Europe,2005
Emigrants,Fiji,242,1706.0,901.0,805.0,52.8,Oceania,2005
Emigrants,Argentina,32,1451.0,665.0,786.0,45.8,South America,2005
Emigrants,India,356,1246.0,627.0,619.0,50.3,Asia,2005
Emigrants,Portugal,620,1224.0,561.0,663.0,45.8,Europe,2005
Emigrants,Norway,578,1203.0,671.0,532.0,55.8,Europe,2005
Emigrants,Croatia,191,1169.0,537.0,632.0,45.9,Europe,2005
Emigrants,Chile,152,1002.0,516.0,486.0,51.5,South America,2005
Emigrants,Taiwan,158,903.0,651.0,252.0,72.1,Asia,2005
Emigrants,Hungary,348,789.0,388.0,401.0,49.2,Europe,2005
Emigrants,Finland,246,774.0,455.0,319.0,58.8,Europe,2005
Emigrants,Egypt,818,702.0,442.0,260.0,63,Africa,2005
Emigrants,Poland,616,670.0,369.0,301.0,55.1,Europe,2005
Emigrants,Libya,434,608.0,425.0,183.0,69.9,Africa,2005
Emigrants,Peru,604,561.0,313.0,248.0,55.8,South America,2005
Emigrants,Namibia,516,557.0,215.0,342.0,38.6,Africa,2005
Emigrants,Vanuatu,548,549.0,275.0,274.0,50.1,Oceania,2005
Emigrants,Timor-Leste,626,522.0,238.0,284.0,45.6,Asia,2005
Emigrants,Brazil,76,511.0,302.0,209.0,59.1,South America,2005
Emigrants,Brunei Darussalam,96,493.0,269.0,224.0,54.6,Asia,2005
Emigrants,Samoa,882,396.0,222.0,174.0,56.1,Oceania,2005
Emigrants,Serbia,688,369.0,168.0,201.0,45.5,Europe,2005
Emigrants,Mexico,484,352.0,170.0,182.0,48.3,North America,2005
Emigrants,Slovenia,705,335.0,162.0,173.0,48.4,Europe,2005
Emigrants,New Caledonia,540,317.0,140.0,177.0,44.2,Oceania,2005
Emigrants,Solomon Islands,90,309.0,175.0,134.0,56.6,Oceania,2005
Emigrants,Sri Lanka,144,253.0,126.0,127.0,49.8,Asia,2005
Emigrants,Botswana,72,225.0,109.0,116.0,48.4,Africa,2005
Emigrants,Slovakia,703,198.0,103.0,95.0,52,Europe,2005
Emigrants,Ecuador,218,195.0,108.0,87.0,55.4,South America,2005
Emigrants,Colombia,170,184.0,84.0,100.0,45.7,South America,2005
Emigrants,Cambodia,116,179.0,114.0,65.0,63.7,Asia,2005
Emigrants,Bolivia,68,175.0,89.0,86.0,50.9,South America,2005
Emigrants,Dem. People's Republic of Korea,408,155.0,83.0,72.0,53.5,Asia,2005
Emigrants,Zambia,894,148.0,72.0,76.0,48.6,Africa,2005
Emigrants,Azerbaijan,31,146.0,68.0,78.0,46.6,Asia,2005
Emigrants,Uganda,800,146.0,67.0,79.0,45.9,Africa,2005
Emigrants,Venezuela,862,133.0,69.0,64.0,51.9,South America,2005
Emigrants,Latvia,428,131.0,82.0,49.0,62.6,Europe,2005
Emigrants,Panama,591,130.0,88.0,42.0,67.7,Central America,2005
Emigrants,Montenegro,499,130.0,43.0,87.0,33.1,Europe,2005
Emigrants,Bulgaria,100,99.0,54.0,45.0,54.5,Europe,2005
Emigrants,Mongolia,496,91.0,59.0,32.0,64.8,Asia,2005
Emigrants,Kiribati,296,83.0,44.0,39.0,53,Oceania,2005
Emigrants,French Polynesia,258,77.0,37.0,40.0,48.1,Oceania,2005
Emigrants,Iceland,352,75.0,33.0,42.0,44,Europe,2005
Emigrants,Bahamas,44,71.0,36.0,35.0,50.7,North America,2005
Emigrants,Dominican Republic,214,60.0,41.0,19.0,68.3,North America,2005
Emigrants,Luxembourg,442,58.0,30.0,28.0,51.7,Europe,2005
Emigrants,Maldives,462,56.0,33.0,23.0,58.9,Asia,2005
Emigrants,Guatemala,320,53.0,31.0,22.0,58.5,Central America,2005
Emigrants,Seychelles,690,48.0,27.0,21.0,56.2,Africa,2005
Emigrants,Costa Rica,188,34.0,16.0,18.0,47.1,Central America,2005
Emigrants,Lithuania,440,33.0,25.0,8.0,75.8,Europe,2005
Emigrants,Swaziland,748,30.0,17.0,13.0,56.7,Africa,2005
Emigrants,Belarus,112,27.0,11.0,16.0,40.7,Europe,2005
Emigrants,Ghana,288,27.0,10.0,17.0,37,Africa,2005
Emigrants,Barbados,52,25.0,13.0,12.0,52,North America,2005
Emigrants,El Salvador,222,24.0,9.0,15.0,37.5,Central America,2005
Emigrants,Bhutan,64,21.0,17.0,4.0,81,Asia,2005
Emigrants,Laos,418,16.0,9.0,7.0,56.2,Asia,2005
Emigrants,Central African Republic,140,13.0,6.0,7.0,46.2,Africa,2005
Emigrants,Saint Lucia,662,13.0,4.0,9.0,30.8,North America,2005
Emigrants,Antigua and Barbuda,28,7.0,4.0,3.0,57.1,North America,2005
Immigrants,United Kingdom,826,1185773.0,603558.0,582215.0,50.9,Europe,2010
Immigrants,New Zealand,554,520509.0,267542.0,252967.0,51.4,Australia,2010
Immigrants,China,156,369549.0,167406.0,202143.0,45.3,Asia,2010
Immigrants,India,356,326913.0,190917.0,135996.0,58.4,Asia,2010
Immigrants,Italy,380,204684.0,105617.0,99067.0,51.6,Europe,2010
Immigrants,Viet Nam,704,203426.0,95203.0,108223.0,46.8,Asia,2010
Immigrants,Philippines,608,183866.0,68766.0,115100.0,37.4,Asia,2010
Immigrants,South Africa,710,156200.0,77944.0,78256.0,49.9,Africa,2010
Immigrants,Malaysia,458,129840.0,60246.0,69594.0,46.4,Asia,2010
Immigrants,Germany,276,126208.0,60327.0,65881.0,47.8,Europe,2010
Immigrants,Greece,300,122541.0,60413.0,62128.0,49.3,Europe,2010
Immigrants,Sri Lanka,144,96257.0,49765.0,46492.0,51.7,Asia,2010
Immigrants,Lebanon,422,89640.0,47151.0,42489.0,52.6,Asia,2010
Immigrants,Netherlands,528,88556.0,45341.0,43215.0,51.2,Europe,2010
Immigrants,United States of America,840,85523.0,43104.0,42419.0,50.4,North America,2010
Immigrants,"China, Hong Kong SAR",344,85347.0,41393.0,43954.0,48.5,Asia,2010
Immigrants,Republic of Korea,410,83946.0,39539.0,44407.0,47.1,Asia,2010
Immigrants,Ireland,372,71858.0,38947.0,32911.0,54.2,Europe,2010
Immigrants,Indonesia,360,71090.0,31422.0,39668.0,44.2,Asia,2010
Immigrants,Croatia,191,68492.0,34931.0,33561.0,51,Europe,2010
Immigrants,Fiji,242,63911.0,29974.0,33937.0,46.9,Oceania,2010
Immigrants,Poland,616,58900.0,26093.0,32807.0,44.3,Europe,2010
Immigrants,Singapore,702,53631.0,24241.0,29390.0,45.2,Asia,2010
Immigrants,Iraq,368,51958.0,27018.0,24940.0,52,Asia,2010
Immigrants,TFYR Macedonia,807,51425.0,26072.0,25353.0,50.7,Europe,2010
Immigrants,Thailand,764,51298.0,17595.0,33703.0,34.3,Asia,2010
Immigrants,Malta,470,48650.0,24909.0,23741.0,51.2,Europe,2010
Immigrants,Canada,124,44589.0,21046.0,23543.0,47.2,North America,2010
Immigrants,Egypt,818,41795.0,22151.0,19644.0,53,Africa,2010
Immigrants,Japan,392,40397.0,13937.0,26460.0,34.5,Asia,2010
Immigrants,Turkey,792,39756.0,20633.0,19123.0,51.9,Asia,2010
Immigrants,Bosnia and Herzegovina,70,39714.0,19897.0,19817.0,50.1,Europe,2010
Immigrants,Iran,364,36536.0,19510.0,17026.0,53.4,Asia,2010
Immigrants,Serbia,688,35147.0,17679.0,17468.0,50.3,Europe,2010
Immigrants,Zimbabwe,716,33653.0,16860.0,16793.0,50.1,Africa,2010
